Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
09-05-2021,Madhya Pradesh,314190,2485,7202462,1433750
10-05-2021,Madhya Pradesh,694290,4737,7251862,1513981
11-05-2021,Madhya Pradesh,396390,3008,7256989,1528184
12-05-2021,Madhya Pradesh,600201,4306,7335386,1587735
13-05-2021,Madhya Pradesh,546371,3741,7402933,1631769
14-05-2021,Madhya Pradesh,88070,502,7403682,1633438
15-05-2021,Madhya Pradesh,601434,4209,7472841,1690706
16-05-2021,Madhya Pradesh,65610,360,7473284,1691290
17-05-2021,Madhya Pradesh,694626,4474,7547349,1711118
18-05-2021,Madhya Pradesh,89262,420,7551243,1713568
19-05-2021,Madhya Pradesh,413780,2526,7678925,1726617
20-05-2021,Madhya Pradesh,703834,4736,7798981,1735554
21-05-2021,Madhya Pradesh,353879,2041,7890673,1743272
22-05-2021,Madhya Pradesh,694195,4480,8027748,1753118
23-05-2021,Madhya Pradesh,288268,1441,8197098,1754805
24-05-2021,Madhya Pradesh,692010,4015,8407255,1762502
25-05-2021,Madhya Pradesh,80166,419,8412889,1763480
26-05-2021,Madhya Pradesh,139388,970,8415023,1763578
27-05-2021,Madhya Pradesh,501493,2576,8636592,1772126
28-05-2021,Madhya Pradesh,441630,2210,8854635,1777660
29-05-2021,Madhya Pradesh,499165,2585,9098436,1784232
30-05-2021,Madhya Pradesh,51252,240,9115504,1784443
31-05-2021,Madhya Pradesh,518453,2584,9378050,1792269
01-06-2021,Madhya Pradesh,54887,240,9394692,1793571
02-06-2021,Madhya Pradesh,538296,2794,9680087,1801340
03-06-2021,Madhya Pradesh,753961,3064,10041226,1812268
04-06-2021,Madhya Pradesh,709874,2662,10399189,1818300
05-06-2021,Madhya Pradesh,863343,3106,10796888,1832621
06-06-2021,Madhya Pradesh,361260,1190,10923948,1835190
07-06-2021,Madhya Pradesh,847074,3132,11299196,1852071
08-06-2021,Madhya Pradesh,164192,472,11361743,1855629
09-06-2021,Madhya Pradesh,746693,2766,11708227,1876005
10-06-2021,Madhya Pradesh,470288,1702,11877371,1891744
11-06-2021,Madhya Pradesh,101885,329,11899138,1897696
12-06-2021,Madhya Pradesh,290271,1346,11956103,1941738
13-06-2021,Madhya Pradesh,140181,545,11992799,1950952
14-06-2021,Madhya Pradesh,1098905,3649,12452440,1991196
15-06-2021,Madhya Pradesh,118608,465,12497943,1997556
16-06-2021,Madhya Pradesh,789248,2850,12815277,2025207
17-06-2021,Madhya Pradesh,376800,1471,12934175,2041093
18-06-2021,Madhya Pradesh,72904,289,12950585,2044248
19-06-2021,Madhya Pradesh,162607,614,12964134,2054609
20-06-2021,Madhya Pradesh,44624,189,12965037,2054780
21-06-2021,Madhya Pradesh,5322694,8152,14594389,2138809
22-06-2021,Madhya Pradesh,81880,290,14660585,2142588
23-06-2021,Madhya Pradesh,4275051,6937,15775623,2203358
24-06-2021,Madhya Pradesh,2619613,5087,16512594,2257278
25-06-2021,Madhya Pradesh,261225,553,16543406,2257638
26-06-2021,Madhya Pradesh,3691545,5773,17444479,2356757
27-06-2021,Madhya Pradesh,108174,264,17466782,2359924
28-06-2021,Madhya Pradesh,1646251,3257,17897347,2392345
29-06-2021,Madhya Pradesh,56656,177,17909367,2393985
30-06-2021,Madhya Pradesh,240171,436,17917782,2396376
01-07-2021,Madhya Pradesh,2270021,5013,18757527,2544748
02-07-2021,Madhya Pradesh,17381,65,18778322,2548587
03-07-2021,Madhya Pradesh,571599,2029,18782476,2812475
04-07-2021,Madhya Pradesh,19936,87,18783420,2819016
05-07-2021,Madhya Pradesh,729028,3092,18788825,3227388
06-07-2021,Madhya Pradesh,25354,80,18792034,3236461
07-07-2021,Madhya Pradesh,895667,2787,18987978,3498790
08-07-2021,Madhya Pradesh,1432229,3390,19540483,3668941
09-07-2021,Madhya Pradesh,34258,89,19555644,3673640
10-07-2021,Madhya Pradesh,1280888,3030,20128154,3788832
11-07-2021,Madhya Pradesh,12805,43,20143867,3791050
12-07-2021,Madhya Pradesh,90171,305,20157496,3815982
13-07-2021,Madhya Pradesh,12851,42,20160054,3817857
14-07-2021,Madhya Pradesh,804874,1819,20652966,3913351
15-07-2021,Madhya Pradesh,846059,2119,21028776,3986725
16-07-2021,Madhya Pradesh,10907,50,21039211,3988845
17-07-2021,Madhya Pradesh,329651,719,21168157,4013964
18-07-2021,Madhya Pradesh,5295,14,21176794,4015364
19-07-2021,Madhya Pradesh,910883,2130,21551160,4127356
20-07-2021,Madhya Pradesh,11835,44,21562031,4130311
21-07-2021,Madhya Pradesh,31924,79,21563261,4132215
22-07-2021,Madhya Pradesh,1988676,4644,22431445,4359586
23-07-2021,Madhya Pradesh,96873,558,22489547,4369689
24-07-2021,Madhya Pradesh,1966053,4386,23287139,4548298
25-07-2021,Madhya Pradesh,17472,60,23316206,4552157
26-07-2021,Madhya Pradesh,2398475,5113,24275999,4730805
27-07-2021,Madhya Pradesh,116156,543,24331336,4741002
28-07-2021,Madhya Pradesh,0,0,25242266,4908292
29-07-2021,Madhya Pradesh,1801090,3878,25904540,5001576
30-07-2021,Madhya Pradesh,190996,694,25959893,5010906
31-07-2021,Madhya Pradesh,2305989,4973,26830212,5168997
01-08-2021,Madhya Pradesh,66242,171,27049238,5178250
02-08-2021,Madhya Pradesh,2155092,4822,27755842,5289881
03-08-2021,Madhya Pradesh,148503,661,27866204,5303360
04-08-2021,Madhya Pradesh,1408940,3519,28297794,5399824
05-08-2021,Madhya Pradesh,1446290,3568,28647319,5509234
06-08-2021,Madhya Pradesh,142709,677,28719618,5519239
07-08-2021,Madhya Pradesh,1849738,4417,29211273,5641775
08-08-2021,Madhya Pradesh,56572,143,29251571,5649650
09-08-2021,Madhya Pradesh,1682473,3762,29723036,5733640
10-08-2021,Madhya Pradesh,,,,
11-08-2021,Madhya Pradesh,,,,
12-08-2021,Madhya Pradesh,,,,
13-08-2021,Madhya Pradesh,,,,
14-08-2021,Madhya Pradesh,,,,
15-08-2021,Madhya Pradesh,,,,
16-01-2021,Maharashtra,179,174,5726,0
17-01-2021,Maharashtra,269,216,6521,0
18-01-2021,Maharashtra,772,320,6151,0
19-01-2021,Maharashtra,1196,340,13699,0
20-01-2021,Maharashtra,1547,347,23880,0
21-01-2021,Maharashtra,1820,357,24148,0
22-01-2021,Maharashtra,2012,374,44369,0
23-01-2021,Maharashtra,2435,483,69295,0
24-01-2021,Maharashtra,2756,581,70196,0
25-01-2021,Maharashtra,3170,617,107073,0
26-01-2021,Maharashtra,3435,646,107338,0
27-01-2021,Maharashtra,4050,668,150102,0
28-01-2021,Maharashtra,4570,685,189743,0
29-01-2021,Maharashtra,4814,702,225132,0
30-01-2021,Maharashtra,5150,723,233693,0
31-01-2021,Maharashtra,5309,733,234150,0
01-02-2021,Maharashtra,5753,744,275348,0
02-02-2021,Maharashtra,6234,778,284107,0
03-02-2021,Maharashtra,6895,830,318918,0
04-02-2021,Maharashtra,7584,874,352676,0
05-02-2021,Maharashtra,8449,926,397889,0
06-02-2021,Maharashtra,9141,955,436229,0
07-02-2021,Maharashtra,9455,969,436400,0
08-02-2021,Maharashtra,10161,1027,475193,0
09-02-2021,Maharashtra,11054,1109,503757,0
10-02-2021,Maharashtra,12032,1147,544726,0
11-02-2021,Maharashtra,12846,1205,579241,0
12-02-2021,Maharashtra,13641,1227,620539,0
13-02-2021,Maharashtra,14251,1239,652801,170
14-02-2021,Maharashtra,14559,1254,653135,170
15-02-2021,Maharashtra,15389,1270,682610,4527
16-02-2021,Maharashtra,16315,1286,711043,8901
17-02-2021,Maharashtra,17230,1320,752088,16607
18-02-2021,Maharashtra,17972,1331,787086,23820
19-02-2021,Maharashtra,18682,1343,825846,27528
20-02-2021,Maharashtra,19394,1347,868244,45414
21-02-2021,Maharashtra,19869,1352,871567,46395
22-02-2021,Maharashtra,20789,1368,907200,67861
23-02-2021,Maharashtra,21730,1380,938078,79336
24-02-2021,Maharashtra,22574,1386,969314,104475
25-02-2021,Maharashtra,23689,1395,997308,130773
26-02-2021,Maharashtra,24016,1399,1028360,158658
27-02-2021,Maharashtra,24016,1399,1028365,158658
28-02-2021,Maharashtra,24508,1407,1028520,158658
01-03-2021,Maharashtra,26315,1464,1028520,158658
02-03-2021,Maharashtra,29090,1560,1071612,179807
03-03-2021,Maharashtra,35097,1892,1119835,197501
04-03-2021,Maharashtra,39672,2084,1174258,213731
05-03-2021,Maharashtra,46743,2341,1244617,234417
06-03-2021,Maharashtra,54326,2757,1325264,259577
07-03-2021,Maharashtra,59458,3143,1331000,260448
08-03-2021,Maharashtra,64230,3409,1454112,285711
09-03-2021,Maharashtra,218821,1550,1267076,305889
10-03-2021,Maharashtra,374559,2844,1410564,338657
11-03-2021,Maharashtra,156695,1041,1455521,348733
12-03-2021,Maharashtra,377264,2825,1612991,383313
13-03-2021,Maharashtra,268450,1789,1713932,411554
14-03-2021,Maharashtra,31090,222,1720591,412079
15-03-2021,Maharashtra,445380,3163,1898597,444276
16-03-2021,Maharashtra,334780,2211,2316957,468500
17-03-2021,Maharashtra,464690,3316,3229723,500240
18-03-2021,Maharashtra,393730,2742,3408977,524988
19-03-2021,Maharashtra,442920,3167,3622709,556049
20-03-2021,Maharashtra,413781,2831,3815920,588924
21-03-2021,Maharashtra,45720,348,3847301,593653
22-03-2021,Maharashtra,564326,3827,4060919,621945
23-03-2021,Maharashtra,466945,3027,4262362,649364
24-03-2021,Maharashtra,545325,3729,4494807,669410
25-03-2021,Maharashtra,505730,3394,4701964,684692
26-03-2021,Maharashtra,552180,3793,4944116,704407
27-03-2021,Maharashtra,510650,3458,5163746,717827
28-03-2021,Maharashtra,179230,1295,5183711,718554
29-03-2021,Maharashtra,271970,1875,5235606,721196
30-03-2021,Maharashtra,531190,3729,5421876,734458
31-03-2021,Maharashtra,588630,4238,5618555,751706
01-04-2021,Maharashtra,555664,4044,5833743,762336
02-04-2021,Maharashtra,584960,4021,6182629,777775
03-04-2021,Maharashtra,611805,4223,6496037,792535
04-04-2021,Maharashtra,525322,3715,6841397,805729
05-04-2021,Maharashtra,752060,5159,7167016,822149
06-04-2021,Maharashtra,719948,5124,7421245,835795
07-04-2021,Maharashtra,748140,5192,7988151,868513
08-04-2021,Maharashtra,723318,5242,8434286,903504
09-04-2021,Maharashtra,695890,4940,8702273,930126
10-04-2021,Maharashtra,626527,4275,8969876,953377
11-04-2021,Maharashtra,641340,4292,9220161,971735
12-04-2021,Maharashtra,722595,4880,9519815,1008604
13-04-2021,Maharashtra,788245,5532,9717561,1035890
14-04-2021,Maharashtra,834266,5854,10038913,1086062
15-04-2021,Maharashtra,852755,6005,10356338,1154685
16-04-2021,Maharashtra,850505,5884,10658902,1226928
17-04-2021,Maharashtra,728045,4921,10849828,1289143
18-04-2021,Maharashtra,778701,5168,10959390,1314373
19-04-2021,Maharashtra,870145,5816,11240031,1409299
20-04-2021,Maharashtra,899635,6078,11447258,1497461
21-04-2021,Maharashtra,878010,5917,11691829,1587560
22-04-2021,Maharashtra,921785,6287,11966150,1707683
23-04-2021,Maharashtra,889740,5950,12184886,1815052
24-04-2021,Maharashtra,757640,4899,12326873,1903104
25-04-2021,Maharashtra,639205,3985,12404273,1937912
26-04-2021,Maharashtra,912735,6173,12768316,2137509
27-04-2021,Maharashtra,904295,6071,13030894,2290836
28-04-2021,Maharashtra,805874,5364,13184469,2393167
29-04-2021,Maharashtra,814655,5280,13360080,2510368
30-04-2021,Maharashtra,822120,5577,13561437,2622410
01-05-2021,Maharashtra,718001,4803,13637082,2655671
02-05-2021,Maharashtra,571836,3628,13677591,2665223
03-05-2021,Maharashtra,723175,4789,13739753,2686134
04-05-2021,Maharashtra,551024,4017,13799328,2729017
05-05-2021,Maharashtra,768963,4991,13935541,2866714
06-05-2021,Maharashtra,852825,5602,14214775,3081334
07-05-2021,Maharashtra,739171,5067,14458039,3235335
08-05-2021,Maharashtra,591173,4424,14628881,3318539
09-05-2021,Maharashtra,378640,2880,14712246,3351099
10-05-2021,Maharashtra,608656,4391,14888694,3492005
11-05-2021,Maharashtra,644300,4778,15144171,3649085
12-05-2021,Maharashtra,674263,5048,15322754,3816621
13-05-2021,Maharashtra,704430,5267,15499282,4031358
14-05-2021,Maharashtra,629499,4450,15571915,4131223
15-05-2021,Maharashtra,663785,4666,15706411,4206550
16-05-2021,Maharashtra,515985,2829,15756833,4228651
17-05-2021,Maharashtra,794877,4092,15833287,4257138
18-05-2021,Maharashtra,703775,3744,15923242,4277869
19-05-2021,Maharashtra,758724,4243,16000236,4305685
20-05-2021,Maharashtra,832670,4638,16125493,4343597
21-05-2021,Maharashtra,734259,3982,16228164,4366373
22-05-2021,Maharashtra,809570,4294,16334126,4387856
23-05-2021,Maharashtra,558124,2648,16372676,4391688
24-05-2021,Maharashtra,1041378,5186,16609722,4408222
25-05-2021,Maharashtra,956961,4637,16796171,4422534
26-05-2021,Maharashtra,878786,4111,16923391,4433685
27-05-2021,Maharashtra,1013766,4568,17185317,4460787
28-05-2021,Maharashtra,1048783,4377,17435219,4487170
29-05-2021,Maharashtra,1041321,4185,17709573,4521415
30-05-2021,Maharashtra,563853,1989,17787436,4532220
31-05-2021,Maharashtra,976894,4069,18016877,4569743
01-06-2021,Maharashtra,942810,3661,18233839,4616425
02-06-2021,Maharashtra,908083,3407,18425383,4651863
03-06-2021,Maharashtra,937360,3317,18623132,4679713
04-06-2021,Maharashtra,1245247,4606,18959397,4728102
05-06-2021,Maharashtra,1178249,4169,19278027,4771520
06-06-2021,Maharashtra,572555,1665,19360252,4785180
07-06-2021,Maharashtra,1105629,4274,19597498,4852866
08-06-2021,Maharashtra,1092184,4096,19794750,4934039
09-06-2021,Maharashtra,1187281,4524,20032402,5010062
10-06-2021,Maharashtra,1091542,4049,20232933,5067846
11-06-2021,Maharashtra,1076281,3781,20443246,5117535
12-06-2021,Maharashtra,1189512,4109,20693716,5172961
13-06-2021,Maharashtra,583124,1656,20775032,5183338
14-06-2021,Maharashtra,1218982,4748,21027493,5235602
15-06-2021,Maharashtra,1097730,4320,21239855,5284534
16-06-2021,Maharashtra,1075174,4435,21442311,5332236
17-06-2021,Maharashtra,1017427,4199,21609227,5376711
18-06-2021,Maharashtra,1049923,4079,21802528,5417628
19-06-2021,Maharashtra,1299020,4721,22134489,5482219
20-06-2021,Maharashtra,588752,1625,22244712,5489262
21-06-2021,Maharashtra,1446139,4755,22587693,5541075
22-06-2021,Maharashtra,1789303,5104,23089545,5616830
23-06-2021,Maharashtra,1889526,5328,23663198,5682063
24-06-2021,Maharashtra,1682339,4193,24046509,5741552
25-06-2021,Maharashtra,1778923,4176,24455767,5827423
26-06-2021,Maharashtra,2084954,4903,25046626,5985552
27-06-2021,Maharashtra,816613,1666,25144877,6014110
28-06-2021,Maharashtra,1837448,4798,25598367,6183363
29-06-2021,Maharashtra,1391109,3638,25883793,6294865
30-06-2021,Maharashtra,1168259,2875,26067743,6371825
01-07-2021,Maharashtra,1126461,2857,26252541,6468089
02-07-2021,Maharashtra,1268362,3351,26512487,6597321
03-07-2021,Maharashtra,2183238,5205,27072332,6856497
04-07-2021,Maharashtra,907216,1721,27181244,6894784
05-07-2021,Maharashtra,1338724,3308,27418175,6986315
06-07-2021,Maharashtra,1218325,3135,27659911,7142631
07-07-2021,Maharashtra,1817157,4622,28046480,7398009
08-07-2021,Maharashtra,1277925,3236,28250166,7522645
09-07-2021,Maharashtra,931392,2191,28386677,7588502
10-07-2021,Maharashtra,1026501,2384,28600239,7743982
11-07-2021,Maharashtra,890709,1598,28703462,7822400
12-07-2021,Maharashtra,1491744,4082,28982004,8042073
13-07-2021,Maharashtra,978909,2734,29129845,8166404
14-07-2021,Maharashtra,1210871,3513,29557531,8366511
15-07-2021,Maharashtra,1028911,2935,29723209,8544786
16-07-2021,Maharashtra,1575589,4256,30053289,8841400
17-07-2021,Maharashtra,1419925,3891,30339078,9042767
18-07-2021,Maharashtra,608797,1273,30417030,9096028
19-07-2021,Maharashtra,1207533,3248,30636226,9275194
20-07-2021,Maharashtra,888165,2002,30751876,9356072
21-07-2021,Maharashtra,618622,1135,30819326,9398124
22-07-2021,Maharashtra,847511,2263,30922026,9498881
23-07-2021,Maharashtra,1360369,3817,31159841,9695678
24-07-2021,Maharashtra,1130685,3021,31356540,9843806
25-07-2021,Maharashtra,581761,1160,31424845,9893616
26-07-2021,Maharashtra,1424499,4160,31668541,10100406
27-07-2021,Maharashtra,1621725,4449,31989528,10362743
28-07-2021,Maharashtra,0,0,32189240,10518077
29-07-2021,Maharashtra,1289847,3312,32393868,10688444
30-07-2021,Maharashtra,1857875,4876,32792777,10971368
31-07-2021,Maharashtra,1712914,4216,33167633,11191970
01-08-2021,Maharashtra,681473,1188,33439833,11231229
02-08-2021,Maharashtra,1268017,3301,33649689,11353649
03-08-2021,Maharashtra,1003851,2463,33795497,11449015
04-08-2021,Maharashtra,1039604,2506,33939493,11535231
05-08-2021,Maharashtra,1593830,4828,34253740,11739110
06-08-2021,Maharashtra,1298231,3389,34530607,11846064
07-08-2021,Maharashtra,1157064,2818,34738768,11947204
08-08-2021,Maharashtra,523172,943,34789759,11968831
09-08-2021,Maharashtra,1300638,3896,35040812,12112554
10-08-2021,Maharashtra,,,,
11-08-2021,Maharashtra,,,,
12-08-2021,Maharashtra,,,,
13-08-2021,Maharashtra,,,,
14-08-2021,Maharashtra,,,,
15-08-2021,Maharashtra,,,,
16-01-2021,Manipur,10,10,181,0
17-01-2021,Manipur,19,12,192,0
18-01-2021,Manipur,40,15,169,0
19-01-2021,Manipur,58,16,267,0
20-01-2021,Manipur,61,16,426,0
21-01-2021,Manipur,73,17,426,0
22-01-2021,Manipur,81,19,693,0
23-01-2021,Manipur,83,19,1097,0
24-01-2021,Manipur,83,19,1109,0
25-01-2021,Manipur,83,19,1319,0
26-01-2021,Manipur,89,19,1328,0
27-01-2021,Manipur,95,19,1873,0
28-01-2021,Manipur,101,21,1909,0
29-01-2021,Manipur,108,22,2394,0
30-01-2021,Manipur,110,23,2933,0
31-01-2021,Manipur,113,23,2947,0
01-02-2021,Manipur,124,27,3321,0
02-02-2021,Manipur,140,33,3614,0
03-02-2021,Manipur,149,37,4683,0
04-02-2021,Manipur,159,39,4882,0
05-02-2021,Manipur,185,52,5638,0
06-02-2021,Manipur,194,55,6981,0
07-02-2021,Manipur,209,64,7085,0
08-02-2021,Manipur,236,74,8785,0
09-02-2021,Manipur,281,98,9895,0
10-02-2021,Manipur,321,118,12509,0
11-02-2021,Manipur,383,136,14562,0
12-02-2021,Manipur,445,147,17996,0
13-02-2021,Manipur,478,153,20811,55
14-02-2021,Manipur,534,157,21284,169
15-02-2021,Manipur,593,161,24144,284
16-02-2021,Manipur,682,173,27091,415
17-02-2021,Manipur,759,176,30988,673
18-02-2021,Manipur,834,177,33302,801
19-02-2021,Manipur,906,179,36102,1108
20-02-2021,Manipur,935,182,37523,1354
21-02-2021,Manipur,964,184,37813,1366
22-02-2021,Manipur,1004,185,39019,1621
23-02-2021,Manipur,1048,186,40431,1677
24-02-2021,Manipur,1091,193,42609,1929
25-02-2021,Manipur,1143,196,45109,1987
26-02-2021,Manipur,1155,197,48312,2253
27-02-2021,Manipur,1155,197,48312,2253
28-02-2021,Manipur,1171,197,48312,2253
01-03-2021,Manipur,1230,197,48312,2253
02-03-2021,Manipur,1375,203,51010,2721
03-03-2021,Manipur,1457,206,54240,3127
04-03-2021,Manipur,1561,207,56584,3368
05-03-2021,Manipur,1691,211,59034,3832
06-03-2021,Manipur,1741,213,61879,4539
07-03-2021,Manipur,1831,214,61932,4553
08-03-2021,Manipur,1905,215,63908,5748
09-03-2021,Manipur,4850,39,60426,6111
10-03-2021,Manipur,6800,56,61597,7370
11-03-2021,Manipur,4250,34,62455,8188
12-03-2021,Manipur,8250,71,63713,9659
13-03-2021,Manipur,2800,27,64162,10102
14-03-2021,Manipur,0,0,64185,10102
15-03-2021,Manipur,8159,72,65326,11938
16-03-2021,Manipur,4930,42,71446,13158
17-03-2021,Manipur,7300,67,72675,14967
18-03-2021,Manipur,4300,38,73312,16047
19-03-2021,Manipur,7150,67,74154,17833
20-03-2021,Manipur,7150,65,75140,19727
21-03-2021,Manipur,500,5,75302,19880
22-03-2021,Manipur,6970,62,76185,21763
23-03-2021,Manipur,5140,49,77298,23425
24-03-2021,Manipur,5800,54,78329,25195
25-03-2021,Manipur,3900,33,78954,26634
26-03-2021,Manipur,7200,65,79939,28475
27-03-2021,Manipur,6900,63,80812,29776
28-03-2021,Manipur,2000,9,80836,29873
29-03-2021,Manipur,5410,34,80834,29876
30-03-2021,Manipur,6900,51,81234,30265
31-03-2021,Manipur,6700,46,81536,30852
01-04-2021,Manipur,5900,52,82143,31736
02-04-2021,Manipur,4850,44,82302,32026
03-04-2021,Manipur,4150,37,83195,33768
04-04-2021,Manipur,4750,39,83536,34447
05-04-2021,Manipur,7900,72,84193,35973
06-04-2021,Manipur,8300,75,84616,36895
07-04-2021,Manipur,7700,69,85872,39137
08-04-2021,Manipur,5350,44,86907,41189
09-04-2021,Manipur,10500,90,88290,42653
10-04-2021,Manipur,3400,32,88814,43386
11-04-2021,Manipur,11959,106,90439,43957
12-04-2021,Manipur,12580,117,92519,45161
13-04-2021,Manipur,12900,119,94163,45802
14-04-2021,Manipur,12050,115,96373,46499
15-04-2021,Manipur,11750,110,97755,47694
16-04-2021,Manipur,13000,121,99881,48705
17-04-2021,Manipur,11700,110,102116,50010
18-04-2021,Manipur,8690,80,102983,50121
19-04-2021,Manipur,12290,118,106513,51199
20-04-2021,Manipur,11400,108,109878,52226
21-04-2021,Manipur,12150,114,114345,53174
22-04-2021,Manipur,11000,103,117450,54290
23-04-2021,Manipur,8800,84,119440,54809
24-04-2021,Manipur,10890,97,124435,55765
25-04-2021,Manipur,3600,34,126565,55981
26-04-2021,Manipur,11250,104,134935,57217
27-04-2021,Manipur,10200,93,142612,58062
28-04-2021,Manipur,11250,97,155151,58997
29-04-2021,Manipur,12560,106,168095,60069
30-04-2021,Manipur,14450,108,188954,61154
01-05-2021,Manipur,11300,89,202264,61702
02-05-2021,Manipur,2000,17,205037,61754
03-05-2021,Manipur,13300,107,218548,62952
04-05-2021,Manipur,11650,102,228369,63753
05-05-2021,Manipur,13200,106,239758,64712
06-05-2021,Manipur,12250,95,248868,65563
07-05-2021,Manipur,11350,85,256439,66351
08-05-2021,Manipur,10150,89,263612,66895
09-05-2021,Manipur,1600,15,263801,66916
10-05-2021,Manipur,15500,115,273723,68043
11-05-2021,Manipur,12100,103,281137,69043
12-05-2021,Manipur,14650,120,289255,69246
13-05-2021,Manipur,12050,101,295024,69523
14-05-2021,Manipur,9200,78,300409,69591
15-05-2021,Manipur,14650,114,307272,69725
16-05-2021,Manipur,2365,16,307585,69727
17-05-2021,Manipur,21452,115,316243,69798
18-05-2021,Manipur,18060,92,321100,69876
19-05-2021,Manipur,20816,115,329532,69943
20-05-2021,Manipur,12720,78,333308,69984
21-05-2021,Manipur,19331,103,339942,70028
22-05-2021,Manipur,15602,93,343712,70066
23-05-2021,Manipur,1250,12,343723,70066
24-05-2021,Manipur,19133,115,350862,70107
25-05-2021,Manipur,14555,89,354051,70162
26-05-2021,Manipur,20129,126,365796,70177
27-05-2021,Manipur,10277,53,368847,70217
28-05-2021,Manipur,16077,84,373870,70273
29-05-2021,Manipur,15764,76,380689,70336
30-05-2021,Manipur,954,8,380882,70337
31-05-2021,Manipur,17630,101,387493,70445
01-06-2021,Manipur,12195,65,391812,70520
02-06-2021,Manipur,16978,112,399272,70628
03-06-2021,Manipur,8690,55,401838,70711
04-06-2021,Manipur,19379,109,412409,70790
05-06-2021,Manipur,16428,87,421488,70916
06-06-2021,Manipur,554,5,421595,70916
07-06-2021,Manipur,20722,128,433599,70995
08-06-2021,Manipur,17038,108,440535,71104
09-06-2021,Manipur,22737,127,451370,71209
10-06-2021,Manipur,14155,87,456202,71294
11-06-2021,Manipur,22600,120,463768,71411
12-06-2021,Manipur,8360,40,466105,71432
13-06-2021,Manipur,2160,10,466634,71441
14-06-2021,Manipur,20773,119,472128,71566
15-06-2021,Manipur,16138,91,476657,71625
16-06-2021,Manipur,24461,130,482536,71707
